Date,Open,High,Low,Close,Adj Close,Volume
2011-12-01,2775.000000,2775.000000,2775.000000,2775.000000,1114.802612,0
2011-12-02,2750.000000,2775.000000,2725.000000,2750.000000,1104.759644,770500
2011-12-05,2700.000000,2750.000000,2675.000000,2700.000000,1084.673462,1698000
2011-12-06,2675.000000,2700.000000,2625.000000,2675.000000,1074.629883,1090000
2011-12-07,2650.000000,2675.000000,2625.000000,2650.000000,1064.586548,93500
2011-12-08,2650.000000,2650.000000,2600.000000,2650.000000,1064.586548,285500
2011-12-09,2675.000000,2675.000000,2600.000000,2675.000000,1074.629883,469000
2011-12-12,2675.000000,2700.000000,2650.000000,2675.000000,1074.629883,1068000
2011-12-13,2650.000000,2675.000000,2600.000000,2650.000000,1064.586548,357000
2011-12-14,2600.000000,2625.000000,2600.000000,2600.000000,1044.500244,153000
2011-12-15,2550.000000,2600.000000,2550.000000,2550.000000,1024.413696,435500
2011-12-16,2600.000000,2625.000000,2550.000000,2600.000000,1044.500244,262000
2011-12-19,2600.000000,2600.000000,2550.000000,2600.000000,1044.500244,357500
2011-12-20,2600.000000,2600.000000,2550.000000,2600.000000,1044.500244,384500
2011-12-21,2600.000000,2600.000000,2550.000000,2600.000000,1044.500244,456500
2011-12-22,2675.000000,2700.000000,2575.000000,2675.000000,1074.629883,2616000
2011-12-23,2725.000000,2775.000000,2700.000000,2725.000000,1094.716553,2532500
2011-12-27,2625.000000,2725.000000,2625.000000,2625.000000,1054.543457,217500
2011-12-28,2600.000000,2625.000000,2600.000000,2600.000000,1044.500244,87000
2011-12-29,2625.000000,2625.000000,2600.000000,2625.000000,1054.543457,194500
2011-12-30,2725.000000,2725.000000,2600.000000,2725.000000,1094.716553,4517000
2012-01-02,2625.000000,2675.000000,2600.000000,2625.000000,1054.543457,25500
2012-01-03,2625.000000,2650.000000,2600.000000,2625.000000,1054.543457,169000
2012-01-04,2600.000000,2625.000000,2600.000000,2600.000000,1044.500244,300500
2012-01-05,2675.000000,2675.000000,2625.000000,2675.000000,1074.629883,1468000
2012-01-06,2750.000000,2750.000000,2650.000000,2750.000000,1104.759644,3298000
2012-01-09,2750.000000,2775.000000,2700.000000,2750.000000,1104.759644,500500
2012-01-10,2750.000000,2750.000000,2700.000000,2750.000000,1104.759644,164500
2012-01-11,2750.000000,2775.000000,2725.000000,2750.000000,1104.759644,385500
2012-01-12,2700.000000,2750.000000,2700.000000,2700.000000,1084.673462,20000
2012-01-13,2700.000000,2750.000000,2675.000000,2700.000000,1084.673462,279500
2012-01-16,2675.000000,2675.000000,2675.000000,2675.000000,1074.629883,41500
2012-01-17,2700.000000,2700.000000,2650.000000,2700.000000,1084.673462,268500
2012-01-18,2750.000000,2750.000000,2675.000000,2750.000000,1104.759644,703500
2012-01-19,2700.000000,2750.000000,2700.000000,2700.000000,1084.673462,91000
2012-01-20,2750.000000,2750.000000,2675.000000,2750.000000,1104.759644,449000
2012-01-24,2700.000000,2725.000000,2700.000000,2700.000000,1084.673462,32500
2012-01-25,2625.000000,2700.000000,2600.000000,2625.000000,1054.543457,2055000
2012-01-26,2600.000000,2600.000000,2575.000000,2600.000000,1044.500244,383500
2012-01-27,2650.000000,2650.000000,2600.000000,2650.000000,1064.586548,2317000
2012-01-30,2650.000000,2650.000000,2650.000000,2650.000000,1064.586548,0
2012-01-31,2600.000000,2600.000000,2575.000000,2600.000000,1044.500244,253000
2012-02-01,2600.000000,2600.000000,2575.000000,2600.000000,1044.500244,70000
2012-02-02,2600.000000,2625.000000,2550.000000,2600.000000,1044.500244,746500
2012-02-03,2600.000000,2600.000000,2550.000000,2600.000000,1044.500244,118500
2012-02-06,2550.000000,2600.000000,2550.000000,2550.000000,1024.413696,480500
2012-02-07,2550.000000,2550.000000,2550.000000,2550.000000,1024.413696,53500
2012-02-08,2600.000000,2625.000000,2575.000000,2600.000000,1044.500244,987000
2012-02-09,2600.000000,2600.000000,2575.000000,2600.000000,1044.500244,152500
2012-02-10,2600.000000,2650.000000,2575.000000,2600.000000,1044.500244,600500
