Date,Open,High,Low,Close,Adj Close,Volume
2008-09-01,457.500000,460.000000,440.000000,457.500000,302.925537,11995000
2008-09-02,455.000000,457.500000,435.000000,455.000000,301.270264,26235000
2008-09-03,437.500000,445.000000,437.500000,437.500000,289.682892,3315000
2008-09-04,425.000000,427.500000,407.500000,425.000000,281.406250,25830000
2008-09-05,417.500000,417.500000,402.500000,417.500000,276.440247,10595000
2008-09-08,420.000000,435.000000,415.000000,420.000000,278.095612,27365000
2008-09-09,405.000000,410.000000,397.500000,405.000000,268.163574,34280000
2008-09-10,357.500000,390.000000,357.500000,357.500000,236.712341,33895000
2008-09-11,380.000000,400.000000,352.500000,380.000000,251.610321,58955000
2008-09-12,345.000000,380.000000,337.500000,345.000000,228.435669,2130000
2008-09-15,302.500000,337.500000,285.000000,302.500000,200.295044,6075000
2008-09-16,252.500000,270.000000,240.000000,252.500000,167.188431,7420000
2008-09-17,260.000000,267.500000,252.500000,260.000000,172.154404,5885000
2008-09-18,257.500000,260.000000,252.500000,257.500000,170.499084,1570000
2008-09-19,272.500000,300.000000,260.000000,272.500000,180.431061,19090000
2008-09-22,265.000000,280.000000,252.500000,265.000000,175.465073,35750000
2008-09-23,240.000000,262.500000,237.500000,240.000000,158.911758,19505000
2008-09-24,235.000000,240.000000,227.500000,235.000000,155.601105,7915000
2008-09-25,220.000000,240.000000,212.500000,220.000000,145.669098,11300000
2008-09-26,210.000000,215.000000,207.500000,210.000000,139.047806,4000000
2008-10-06,145.000000,185.000000,140.000000,145.000000,96.009193,12175000
2008-10-07,120.000000,140.000000,118.000000,120.000000,79.455879,15785000
2008-10-08,102.000000,120.000000,102.000000,102.000000,67.537498,3305000
2008-10-09,102.000000,102.000000,102.000000,102.000000,67.537498,0
2008-10-10,102.000000,102.000000,102.000000,102.000000,67.537498,0
2008-10-13,98.000000,103.000000,92.000000,98.000000,64.888977,37175000
2008-10-14,107.000000,107.000000,106.000000,107.000000,70.848175,164655000
2008-10-15,117.000000,117.000000,110.000000,117.000000,77.469490,9225000
2008-10-16,128.000000,128.000000,115.000000,128.000000,84.752937,19370000
2008-10-17,140.000000,140.000000,140.000000,140.000000,92.698532,410000
2008-10-20,154.000000,154.000000,154.000000,154.000000,101.968391,825000
2008-10-21,169.000000,169.000000,169.000000,169.000000,111.900360,10000
2008-10-22,185.000000,185.000000,183.000000,185.000000,122.494499,182490000
2008-10-23,202.000000,203.000000,198.000000,202.000000,133.750717,145605000
2008-10-24,202.000000,202.000000,202.000000,202.000000,133.750717,0
2008-10-27,167.000000,180.000000,167.000000,167.000000,110.576111,11375000
2008-10-28,157.000000,158.000000,151.000000,157.000000,103.954781,38050000
2008-10-29,155.000000,160.000000,155.000000,155.000000,102.630508,33810000
2008-10-30,162.000000,168.000000,159.000000,162.000000,107.265442,11465000
2008-10-31,164.000000,165.000000,146.000000,164.000000,108.589699,9265000
2008-11-03,167.000000,183.000000,166.000000,167.000000,110.576111,6650000
2008-11-04,168.000000,171.000000,161.000000,168.000000,111.238235,2235000
2008-11-05,172.000000,175.000000,168.000000,172.000000,113.886757,15930000
2008-11-06,172.000000,172.000000,160.000000,172.000000,113.886757,3910000
2008-11-07,174.000000,174.000000,169.000000,174.000000,115.211052,4175000
