timestamp,open,low,high,close,volume
2020-08-27 09:00:00,312,310,312,312,0
2020-08-27 10:00:00,312,312,312,312,25500
2020-08-27 11:00:00,312,312,312,312,251600
2020-08-27 12:00:00,312,312,312,312,0
2020-08-27 13:00:00,312,312,312,312,253000
2020-08-27 14:00:00,312,312,312,312,520000
2020-08-27 15:00:00,312,312,312,312,0
2020-08-27 16:00:00,312,312,312,312,0
2020-08-28 09:00:00,370,324,388,358,23560800
2020-08-28 10:00:00,356,350,358,352,2770800
2020-08-28 11:00:00,352,344,356,346,1769600
2020-08-28 12:00:00,352,344,356,346,0
2020-08-28 13:00:00,346,346,354,352,670500
2020-08-28 14:00:00,352,340,352,346,2238400
2020-08-28 15:00:00,344,344,344,344,606100
2020-08-28 16:00:00,344,344,344,344,0
2020-08-31 09:00:00,350,320,360,320,0
2020-08-31 10:00:00,320,320,320,320,69500
2020-08-31 11:00:00,320,320,320,320,5900
2020-08-31 12:00:00,320,320,320,320,0
2020-08-31 13:00:00,320,320,320,320,34600
2020-08-31 14:00:00,320,320,320,320,2100
2020-08-31 15:00:00,320,320,320,320,1000
2020-08-31 16:00:00,320,320,320,320,0
2020-09-01 09:00:00,298,298,300,298,0
2020-09-01 10:00:00,298,298,298,298,272300
2020-09-01 11:00:00,298,298,298,298,2500
2020-09-01 12:00:00,298,298,298,298,0
2020-09-01 13:00:00,298,298,298,298,27600
2020-09-01 14:00:00,298,298,298,298,7900
2020-09-01 15:00:00,298,298,298,298,30100
2020-09-01 16:00:00,298,298,298,298,0
2020-09-02 09:00:00,278,278,278,278,0
2020-09-02 10:00:00,278,278,278,278,19600
2020-09-02 11:00:00,278,278,278,278,16400
2020-09-02 12:00:00,278,278,278,278,0
2020-09-02 13:00:00,278,278,278,278,57500
2020-09-02 14:00:00,278,278,278,278,2400
2020-09-02 15:00:00,278,278,278,278,9600
2020-09-02 16:00:00,278,278,278,278,0
2020-09-03 09:00:00,260,260,260,260,0
2020-09-03 10:00:00,260,260,260,260,29700
2020-09-03 11:00:00,260,260,260,260,15100
2020-09-03 12:00:00,260,260,260,260,0
2020-09-03 13:00:00,260,260,260,260,24200
2020-09-03 14:00:00,260,260,260,260,0
2020-09-03 15:00:00,260,260,260,260,220600
2020-09-03 16:00:00,260,260,260,260,0
2020-09-04 09:00:00,242,242,242,242,0
2020-09-04 10:00:00,242,242,242,242,18600
2020-09-04 11:00:00,242,242,242,242,41800
2020-09-04 12:00:00,242,242,242,242,0
2020-09-04 13:00:00,242,242,242,242,7900
2020-09-04 14:00:00,242,242,242,242,146200
2020-09-04 15:00:00,242,242,242,242,24100
2020-09-04 16:00:00,242,242,242,242,0
2020-09-07 09:00:00,226,226,226,226,292200
2020-09-07 10:00:00,226,226,226,226,1600
2020-09-07 11:00:00,226,226,226,226,4500
2020-09-07 12:00:00,226,226,226,226,0
2020-09-07 13:00:00,226,226,226,226,5600
2020-09-07 14:00:00,226,226,226,226,64200
2020-09-07 15:00:00,226,226,226,226,2000
2020-09-07 16:00:00,226,226,226,226,0
